factor_artist_name,max_artist_hotttnesss
The Gonads featuring Kid Punk,0.351890249504
Joe Higgs,0.351944039333
EN VOICE,0.351956168831
Anne Dudley,0.35199833791
The Gerbils,0.352030128554
L-Kan,0.352067441278
Appendix Out,0.352076702313
Joi Cardwell,0.352130822947
The Fourmost,0.352142594878
Daniel Boone,0.352151701069
Kingmaker,0.352196334581
Moe Tucker,0.352277236084
One Man Army,0.352290515536
Café Quijano,0.352338667915
Fudge Tunnel,0.352342013006
Shit and Shine,0.352392462103
Mory Kanté,0.352414419232
Fisk Industries,0.352503395175
Ronald Christoph,0.352507280484
Mr. Airplane Man,0.352525231842
Kary Ng,0.352563985297
Aeroblus,0.352652734491
Sub Bass Monster,0.352667229559
Tiro De Gracia,0.352669652465
Soul G And Tony Match,0.352717010086
Klaus Doldinger,0.352773406478
The Plus Ones,0.35279969158
Soul Embraced,0.352824194014
9th Prince,0.352840218367
Chelsea,0.352868133562
Christopher Franke,0.352870516994
Loop Guru,0.352870871463
Astarte,0.352919183632
3 Gars Su'l Sofa,0.352948913868
Poi Dog Pondering,0.353017297124
Les Fils de Teuhpu,0.353029902542
Grant McLennan,0.353033720159
Sleepy John Estes,0.353035740145
Novy Svet,0.353074947824
Asia 2001,0.353085944267
Sonny Criss,0.353088940484
Fastbacks,0.353093296834
Nelson Cavaquinho,0.353103090287
Wild Billy Childish & The Musicians of the British Empire,0.353149888738
Wild Billy Childish And The Musicians Of The British Empire,0.353149888738
Rupert Hine,0.353175968002
Matteah Baim,0.35318338293
Lionrock,0.353253392283
Herbst9,0.353256679264
Headscan,0.353258168698
Trio Elétrico,0.35327446948
Rob Swift,0.353281230839
DJ Liquid,0.353287478194
True Lies,0.353316659164
Nightfall,0.353364767023
Elliott Murphy,0.353380367859
Loren Connors,0.353402985246
Almedal,0.353448556176
Cherie,0.353479613244
Kenny Rogers And Dottie West,0.353499188166
Bernard Lavilliers,0.353550274707
Terry Linen,0.353554001863
Thavius Beck,0.353577949421
Eugene McGuinness,0.353677256217
Bintangs,0.353725368643
Ana Belén,0.353756080389
Black Time,0.353845225278
Francoiz Breut,0.353941168583
SubArachnoid Space,0.353943383463
Would Be Goods,0.353943483416
Electro deluxe,0.353955385141
Starbreaker,0.353959910735
Leaders Of The New School,0.35396544937
Kannon,0.353971080291
Too Much Joy,0.353983892212
Pooh,0.354054379596
Rob Threezy,0.354066068961
Kiln,0.354082176563
Knives Exchanging Hands,0.354124790506
Last Exit,0.354137848544
Code Of Ethics,0.354187657318
Foxy,0.354255933622
Burning Sky,0.354327088848
Michael Allen Harrison,0.354355582241
Hevia,0.354369615807
Josey Wales,0.354379554589
Wibutee,0.354386195491
Report Suspicious Activity,0.354390194672
Mr.Cheeks,0.354392718335
Government Issue,0.354400953348
16 Frames,0.354401361123
The Creation,0.354454708478
HOLLY DUNN,0.354471278961
Walter Becker,0.354481013773
Lorez Alexandria,0.354507236427
System and Station,0.354509206731
Steven Delopoulos,0.354627445151
Christian Smith and John Selway,0.354642831185
Paatos,0.354661633214
Geri Allen,0.354677517093
Spencer Brewer,0.354738757994
Gruppo Sportivo,0.354754326211
Quarteto Em Cy,0.354818293525
Circular,0.35482563881
1910 Fruitgum Company,0.354853937764
Craig's Brother,0.354856410436
Texas Faggott,0.354859527436
Color Filter,0.354875019596
Blessure Grave,0.354890741042
Illinois Jacquet,0.35489431211
Ten City,0.354897743903
PUNGENT STENCH,0.354915839103
Coph Nia,0.354934743221
Musetta,0.354951815271
Jeff Golub,0.354971818633
Akela,0.354974605029
Svadbas,0.354983274141
Dub Specialist,0.354985211281
Girls At Our Best!,0.355072851379
Andrea,0.355107486941
Defari,0.355155449955
Duncan Browne,0.355185454479
Year Of The Rabbit,0.355192111861
Il Balletto Di Bronzo,0.35520634063
Tilman Ehrhorn,0.355226910062
Jeff Lang,0.355232681057
Shooting At Unarmed Men,0.355233369035
Spike Jones & His City Slickers,0.3553430550205
Sweet Trip,0.355442520604
Max Steiner,0.355491136025
Three O'Clock,0.355546527271
Fishboy,0.355599586774
Frank Martiniq,0.355608374115
Robin Williamson,0.355624181342
Svenson & Gielen,0.355624983844
Blind Dog,0.355629246904
Roy Hargrove Quintet,0.355647854665
Envelopes,0.355684596057
Benton Falls,0.355688087485
Oforia,0.355699122477
Cross Country,0.355707867004
A Shoreline Dream,0.355765904472
Ride The Sky,0.355780315969
Loner,0.355783483948
Marie Lindberg,0.355789516206
Kaci Brown,0.355831913358
Con & Dec_ The Bachelors,0.355847746543
Hugh Cornwell,0.355884324635
Rob Sonic,0.355893380838
Eko Fresh feat. Bushido,0.355905629781
Eko Fresh feat. Tha Outlawz,0.355905629781
Eko Fresh feat. Mo,0.355905629781
Spymob,0.355927905277
Toby Tobias,0.355958085609
J. B. Lenoir,0.355974358947
Plastic Noise Experience,0.356053210003
Toto Cutugno,0.356065747354
The Fine Arts Showcase,0.356099575628
PRE,0.356122889114
Janis Martin,0.356150151019
The Inmates,0.356151375408
The Dream Syndicate,0.356180086954
On Thorns I Lay,0.356221030776
Team Dresch,0.356228390864
Cora E.,0.356273408459
The Idle Race,0.356308900859
Billy Thorpe,0.356476771336
Scott Henderson,0.356495900805
Jan & Dean,0.356511297183
Deviates,0.356516332201
Zebda,0.356587238334
The Klezmatics,0.356600848396
Wild Strawberries,0.356605502946
Element 101,0.356608255483
Bentley Rhythm Ace,0.356619896046
Gowan,0.356665851476
A Few Good Men,0.356712450883
Gérald de Palmas,0.35673453698
Winter Took His Life,0.3567971856
Liberty X,0.356815650229
Garden Variety,0.35683636694800003
Roosevelt Sykes,0.356898014201
Extol,0.356920865706
Olodum,0.356926498524
Hixxy,0.356937052652
Nora Dean,0.356958913364
Dann Huff,0.356984153626
Karkkiautomaatti,0.356992107756
Farm Fresh,0.356999161767
Kaipa,0.357005504081
The Out Crowd,0.357012020158
B12,0.357013917451
Rebecka Törnqvist,0.357019811611
Supreme Court,0.357020684899
Ann Christy,0.357061746591
Compulsive Gamblers,0.357072547166
BRiGHT,0.357245593775
Captain & Tennille,0.357279209347
Articles Of Faith,0.357285282263
Pony Up!,0.35729944284
7 Notas 7 Colores,0.357303575824
Audion,0.357337936342
Triumvirat,0.357338001996
Drive-By Argument,0.357406431912
The Physics of Meaning,0.357516124796
Jay Ferguson,0.357531128778
Tom Brosseau,0.357589605981
The Beat Farmers,0.357604092172
Miossec,0.35766344769
Mila Mason,0.357669144215
Supreme Majesty,0.357689327267
Uzeb,0.357701356917
The Headhunters,0.357828915817
Spider Murphy Gang,0.35784160698
Stockholm Monsters,0.357866424227
Chicken Shack,0.357880296522
Kath Bloom,0.357898662769
The Wolfgang Press,0.357899678137
Niacin,0.357929865639
Chad & Jeremy,0.357973714782
Deep Puddle Dynamics,0.357985697733
Janek Schaefer,0.358002959611
Nicola Arigliano,0.35800706094
Drink To Me,0.358024527021
Jean Claude Ades & Vincent Thomas ft. Sam Obernik,0.358033875121
Run Level Zero,0.35803859834
John Lurie,0.358073783593
The Supremes / Four Tops,0.358080993437
Hank Marvin,0.358102219808
Substantial,0.358153797658
KJ Sawka,0.358183666298
Webb Pierce,0.358282070993
Country Joe McDonald,0.358283734311
Narco,0.358317722227
Gazzara,0.358330082392
Dave Van Ronk,0.358340709187
Galliano,0.358348443263
Voltio,0.358357904489
André Herman Düne,0.358391134779
T-Model Ford,0.358404317632
The Cruel Sea,0.358423054376
Bottom Of The Hudson,0.3584235862
Strongarm,0.358469660099
Fat Worm of Error,0.358469668425
Albert Ammons,0.358487273359
Pyranja,0.35850092274
Lady Bug Transistor,0.358525019532
The Ladybug Transistor,0.358525019532
One Man Army And The Undead Quartet,0.358548084201
Suburban Tribe,0.358553608816
Guasones,0.358656609016
George Morel,0.358703781102
Atomic Hooligan,0.358732698577
Pedro Infante,0.358757946835
Beyond The Embrace,0.358797285322
The Eternal Afflict,0.358801905089
Oliver Nelson,0.358813900411
Oliver Nelson / Joe Newman,0.358813900411
Paul Dianno,0.358828423863
Sandra Mihanovich,0.358844042973
Eddie & The Hot Rods,0.358852353683
Sara Lov,0.358877300547
Vendetta Red,0.358887324708
Stephy Tang,0.358893493185
Modulate,0.358960225815
B.T. Express,0.35897768939
It's A Musical,0.358986846514
Tuff,0.358996625168
Roedelius,0.359015337691
Monodeluxe,0.359054308371
Brooke Valentine,0.359064295989
Jacques Higelin,0.359075217564
Sintax the Terrific,0.359101243818
Erma Franklin,0.359103238661
Thee Headcoats,0.35911667007
Dave Edmunds,0.35914534438400003
Sole & the Skyrider Band,0.359162037653
Boy Omega,0.359172085971
Eric Burdon,0.359185992752
Nino Bravo,0.359192881634
Dismal Euphony,0.359246336728
Nelson Rangell,0.359278212426
Bochum Welt,0.359282298668
The Plasmatics,0.359324726504
Curved Air,0.359375231568
John Starlight,0.359384693414
Radka Toneff,0.359421107796
Anita Ward,0.359425508622
Moqui Marbles,0.35946676955
Antonio MacHin,0.359470753274
love like blood,0.359483224908
Lori Carson,0.359544574712
Guerilla Black featuring Nate Dogg,0.359583599916
Guerilla Black featuring Alex Thomas,0.359583599916
Guerilla Black,0.359583599916
Go Lem System,0.359651701694
Jon Redfern,0.359681247739
The Tremeloes,0.359693690583
To Rococo Rot And I-Sound,0.359729311239
Koyi K Utho,0.359756588523
The Salteens,0.359812909678
Tracie Spencer,0.359826933858
Sunship,0.359856986891
Chico Cesar,0.359873045913
Duquende,0.359894303339
Joe Veras,0.359997192095
Billy Fury,0.360022644131
Bedlight For Blue Eyes,0.360036181564
The Mermen,0.360042336044
Mongo Santamaria,0.360053306539
Domu,0.360127951188
Palito Ortega,0.360163491409
Blind Boy Fuller,0.360170271249
Gregor Meyle,0.36017591876
The Young Lovers,0.360181916211
In Case Of Fire,0.360239437613
Wayne Jarrett,0.360248517753
Evereve,0.360264502745
Charlelie Couture,0.360271149546
Sprites,0.360272285641
Wade Hayes,0.360279434862
The Christians,0.360291121482
Pluto Project,0.360308130091
VARGO feat. Dan Millman,0.360345546778
Kalibas,0.360349392069
Coyote Oldman,0.360388727081
Raimundo Amador,0.360435926755
Reeko,0.360495447482
Moxy Fruvous,0.360496252078
Airliner,0.360530753605
Eksi Ekso,0.360535923355
Sunshine Blind,0.360541934122
Pajama Party,0.360554960456
Trinere,0.360626372984
Leo Ku,0.360628716136
Memphis Minnie,0.360644227016
Nicho Hinojosa,0.360648924812
Ghislain Poirier,0.360724771132
Michael Whalen,0.36074498441
Eden Maine,0.360768567552
Virtuocity,0.360818749258
These United States,0.360844912325
Riva,0.360852594989
Opgeduveld,0.360876064141
Radikal Dub Kolektiv,0.360907255745
Luciana Souza,0.360932334515
Apache Indian,0.360960959723
Greenleaf,0.36097977218
The Aluminum Group,0.360991287651
Supermachiner,0.361015864478
Lost Dogs,0.361045342942
Mousse T. with Roachford,0.361045890198
Mithotyn,0.361105937537
Javier Solis,0.361142001945
The Moffatts,0.361144365911
Funky DL,0.361190572702
Monster Movie,0.361200558472
Jack Endino,0.36120656019
Modern Skirts,0.361280405354
Hatfield And The North,0.36128175764
Sean Finn feat. Mia Moore,0.361322634533
Órla Fallon,0.361366212133
Betchadupa,0.361387989663
Kraan,0.361413371413
Cirith Ungol,0.361422707077
Magistrates,0.361429930709
Jim Chappell,0.361509802177
Necromantia,0.361543634252
Layzie Bone,0.361564167527
Roy Montgomery,0.361565121832
Minimum Vital,0.361569867471
Sense Field,0.361587559288
Sonny Clark,0.361601535513
Ultra Vivid Scene,0.361607876355
My Little Pony,0.36163821879
Javier Krahe,0.361734626731
Mike Francis,0.361741851984
Paul Haslinger,0.361747219616
Ballboy,0.361750302168
Chaotic Dischord,0.361764525922
Kerkko Koskinen,0.361839545967
DJ Cheb I Sabbah,0.361839602706
Rachael McShane,0.361844092202
Château Flight,0.361887366102
Carman,0.361918804068
Korby Lenker,0.361996143347
Cale Parks,0.361997227204
Ammoncontact featuring Sach,0.361999121224
Ammoncontact featuring Imiuswi,0.361999121224
Primitive Radio Gods,0.362069035188
Asteroid featuring DJ Mike Strip,0.362096454648
Katia B,0.362113504402
Children On Stun,0.362162020112
Captain Hollywood Project,0.362162159002
Freddy Fader,0.362163513856
Latin Quarter,0.362261937952
Ronnie Earl & the Broadcasters,0.362279247228
Byther Smith,0.362284090126
Jimmy Shubert,0.362304114347
The Embarrassment,0.362371720815
David Darling,0.362386079061
Lee Ranaldo,0.36240653284
hey Negrita,0.3624343176
Model 500,0.362441805474
Sexton Blake,0.362470033181
Billy Ze Kick et Les Gamins En Folie,0.36247302692
Pipedown,0.362519464562
Gary Puckett & The Union Gap,0.36262746314
JFC,0.362647801116
Janitor Joe,0.362782940754
Scorch Trio,0.36282887007
Ohm-G,0.36289201072
Danny Wilson,0.362902985649
Sir Douglas Quintet,0.362909697867
Svenne Rubins,0.36305458256
Chick Corea Elektric Band,0.363061728796
El Hombre Burbuja,0.363110517746
The Jim Yoshii Pile-up,0.363134472201
Moca,0.363137319726
Hugues Aufray,0.363323041772
Parts & Labor,0.363342409982
God Lives Underwater,0.36338641535
13 Cats,0.363395864678
Hins Cheung,0.363452130675
Bata Illic,0.36345738919
Giorgio Gaber,0.363491987031
Isabel Pantoja,0.363506515793
Samara Lubelski,0.363535543779
Las Ketchup,0.36356385166
Cadet,0.363566183221
Pop Levi,0.36359736824
Brand X,0.363675677051
Diamanda Galas,0.363687839827
John Frusciante/Josh Klinghoffer,0.363688992167
Daisy Chainsaw,0.363695965536
Savath & Savalas,0.363759493459
Huntingtons,0.363791792315
The Weather Girls,0.363833160236
Florent Pagny / Carlos Gardel,0.363848002548
Stephin Merritt,0.363922604173
Major Lance,0.363930187856
Coughs,0.363933108095
Domine,0.363970908769
Leonard Rosenman,0.363975103599
Fra Lippo Lippi,0.363982773607
Ron Basejam,0.364000370717
Guana Batz,0.364004498704
James Chance & the Contortions,0.364013739223
Mindless Faith,0.364019087377
Keali'i Reichel,0.364058620438
the silk demise,0.3640819497
S.O.A.P.,0.364082636258
Gillian Hills,0.364121202852
Yvonne Catterfeld,0.364144258754
BigElf,0.364163810272
Orup,0.364170644516
Bill Wells & Maher Shalal Hash Baz,0.364185801148
Marina Lima,0.364194788234
Benito Di Paula,0.364222953048
Something For Kate,0.364243972939
Mr. Projectile,0.364248029569
Sacramentum,0.364257527269
Elizabeth Cotten,0.364258870671
Detroit Grand Pubahs,0.3642741853
Ramesses,0.364295838516
Nancy Kerr & James Fagan,0.364324712376
Carol Sloane,0.364335618335
Robbie Dupree,0.364356119047
Lisa Lisa & Cult Jam,0.36436756662
1919,0.364379575971
Julien Clerc,0.364384924468
La Dama Se Esconde,0.364409322327
Psi vojaci,0.364434421279
Die Laughing,0.364452747724
Barracudas,0.364485033731
Paul Rodgers,0.364556676267
Carter USM,0.364587491426
The Mavericks,0.364600109352
Alain Clark,0.364610368749
House Of Lords,0.364776170561
Filewile,0.364806479215
João Donato,0.364859623974
Akiko Yano,0.364869930467
Julie Driscoll_ Brian Auger & The Trinity,0.364907697039
Planetary Assault Systems,0.364981698994
Silencio Absoluto,0.365014172969
Jimmy Jansson,0.365024858453
Sonora Carruseles,0.365026437742
Luz Casal,0.365033541043
R. Dean Taylor,0.365033554685
Smokey Robinson & The Miracles,0.365052194513
The Arrogant Sons Of Bitches,0.365092047841
Cheju,0.365136769618
Hexstatic,0.365146670813
Heikki Silvennoinen,0.365181138661
Laura Fygi,0.36518691996
A Global Threat,0.365231249706
Speedmarket Avenue,0.365314784599
Paths Of Possession,0.365322797203
Formula 3,0.365356063769
Cry Cry Cry,0.36535846763
The Old Dead Tree,0.3653712185
Pernice Brothers,0.365405948662
Cæcilie Norby,0.365416876067
Percy Faith & His Orchestra,0.3654261779475
High Powered Boys,0.365432234193
Captain Capa,0.365455118825
Grave Plott,0.365461603334
Fatal Flying Guilloteens,0.365462781879
PsyCraft,0.365479563351
Otis Rush,0.365487160468
Splitloop,0.365566557408
Jughead's Revenge,0.365567245312
Amandine Bourgeois,0.365611402637
Anna Järvinen,0.365686104945
Jonas Hellborg,0.36568928274
Lifter Puller,0.365697378967
QPE,0.365725636785
Blowback,0.365750848802
Al Campbell,0.365794577914
Los Toreros Muertos,0.365807919207
Kathy Troccoli,0.365822369137
Experimental Aircraft,0.365837472249
Storyhill,0.36585221703
The Mar-Keys,0.36590590698
Eva Cassidy & Katie Melua,0.365953819034
I Am The World Trade Center,0.365983737216
The Nels Cline Singers,0.365986746289
Wynton Marsalis Septet,0.366026805178
It's A Beautiful Day,0.366043278051
Young Divas featuring Savage,0.366074762272
Tom Ellis,0.366098983196
Benjy Davis Project,0.366179107458
Kelly Willis,0.366179643168
Millie Jackson,0.366202309058
Tierney Sutton,0.366230973881
Michael Franks,0.36623541874
Un Kuartito,0.366287007895
Tonino Carotone,0.366291519372
Papas Da Língua,0.36629517738
Solas,0.366348438993
Lunik,0.366357266168
The Electric Hellfire Club,0.366387836205
Transcending Bizarre?,0.366411087804
Dead Disco,0.366420565591
Charles Bernstein,0.366426493958
Bottomless Pit,0.366460505338
Charlotte Perrelli,0.366468150183
Planet X,0.36649629661
Rocazino,0.366518515276
Slick Shoes,0.366523361881
The Commitments,0.36653863734
Hey Colossus,0.366628415471
Grayskul,0.366634878054
Studio 3,0.366656477532
The Dykeenies,0.366671798271
Agent Steel,0.366710263697
Alceu Valença,0.366713431626
Hott 22,0.366730301735
rekorder,0.366804746923
First Choice,0.366808816861
Razors Edge,0.366816492996
prinzhorn dance school,0.366845515072
John Frizzell,0.366905852789
Frantic Flintstones,0.366972936754
Cyantific,0.366982329593
Skiantos,0.366985265683
Alex Lloyd,0.367021257159
Sharon Shannon,0.367071449289
Retard-O-Bot,0.367082361526
James White And The Blacks,0.3670846902885
Dave Specter,0.367158528322
East West Blast Test,0.367219081724
A-Mei,0.367243766155
Most Precious Blood,0.367254038227
Fun Boy Three,0.36726660156
Fireside,0.367293598433
Jackie McLean,0.367302947762
Naer Mataron,0.367314709466
The Curse Of The Golden Vampire,0.367327836161
Nonpalidece,0.367367796285
Ray Price,0.367368690641
't Hof Van Commerce,0.367369152193
The Grouch & Eligh,0.367423758643
Sepultura,0.367447362224
Mood II Swing,0.367518199802
Peter Kater,0.36755259017
Eugenio Finardi,0.367620542818
Happy Family,0.367624368172
War Tapes,0.367679691838
Terminal Sound System,0.36769270649
Geoffrey Gurrumul Yunupingu,0.367697135463
Megashira,0.36771583008
Dirty on Purpose,0.367811877056
Enrico Rava_ Stefano Bollani_ Mark Turner_ Larry Grenadier_ Paul Motian,0.367818747395
Sten,0.367820832768
It Bites,0.367834015705
Andreas Johnson,0.36783462823475
Beth Quist,0.367855891134
Mink DeVille,0.367869338744
Kispal Es A Borz,0.36791374639
Yonder Mountain String Band,0.367924388032
Dana Rayne,0.367993863661
7 Year Bitch,0.368004792028
Junior Byles,0.368021704017
The Dixie Hummingbirds,0.368038123835
Furry Lewis,0.368054038751
Lilys,0.368070166922
Wizex,0.368117609466
Cocoa Brovas,0.368128358686
Steve Goodman,0.368210369615
Philmore,0.368237021922
Admiral Tibet,0.368267027418
Daniel Darc,0.368307633649
Erick Sermon,0.368336782246
Herbie Mann,0.368379695095
Leroy Anderson,0.368379920469
Sound Team,0.368422989752
Espresso del Lago,0.368440040016
Eddie Palmieri,0.368446211679
Others,0.368447913566
The Hollywood Brats,0.368455090652
Meade Lux Lewis,0.368467082414
Karrin Allyson,0.368486823557
Balla,0.368487063913
Marc Lavoine,0.3685067534
José Alfredo Jimenez,0.368507203789
Yaga_ Mackie,0.368541251584
Hector,0.368550447639
Natalia Oreiro,0.368551818937
El Niño Gusano,0.368570331345
Orange Goblin,0.368625651868
Rodrigo Leão,0.368650757789
Sonny Stitt,0.368661898777
4 Clubbers,0.368676354743
Otis Spann,0.368689372548
The Blue Aeroplanes,0.368702892979
John Carpenter,0.368709417728
Shabazz The Disciple,0.368711582598
Robert Forster,0.368798044601
Glenn Medeiros,0.36880409186
Attitude Adjustment,0.368821679983
The Latin Brothers,0.368849926711
Brother,0.368871586781
Aarne Tenkanen,0.368888303412
Timbuk 3,0.368895401461
Stephen Duffy,0.368956797859
Haemostatic Picnic Races,0.368989946833
Green On Red,0.368991755267
Agression,0.369010099581
The Northern Pikes,0.369023281977
Make It Count,0.369053588648
The Nice,0.369069497885
Chick Webb,0.369092400852
Paul Schwartz,0.369131223066
Dave Douglas,0.369161301455
Herman Brood,0.36923821453
Laura Nyro,0.369240056306
Fiction 8,0.369287140128
89ers,0.369294650345
Isildurs Bane,0.369349546787
Red Garland,0.369354063328
Tim Van Eyken,0.36937108296
The Sunshine Fix,0.369371486099
Robert Nighthawk,0.369411880568
Spahn Ranch,0.369420727044
Manual,0.369427056746
Craig Chaquico,0.369435928284
Small Arms Dealer,0.369437054231
Tin Hat Trio,0.36947051062
Black Bonzo,0.369502656019
Tranzas,0.369505750479
Mcfadden & Whitehead,0.36951196569
B.C. Camplight,0.369527073005
Bill Medley & Jennifer Warnes,0.369543215026
Hugo Montenegro & His Orchestra,0.369545061139
Belbury Poly,0.369556155812
Colonel Abrams,0.36957069541300003
Sergent Garcia,0.369575359358
Kristofer Åström,0.369603555567
Uphill Battle,0.369609834555
Pan.thy.monium,0.369657754415
Southside Johnny & The Asbury Jukes,0.3696903264
Nero's Day At Disneyland,0.369698483499
Burton Cummings,0.36969943038
Scan X,0.369701316798
Lewis Taylor,0.369745832149
Living In A Box,0.369751113133
The Merry Thoughts,0.36975625349
Pygmy Lush,0.369783243122
Jerry Jeff Walker,0.36984885
So Called Plan,0.369859174182
Rockin' Da North,0.369868660395
Flow Dynamics,0.369890669537
Crash Romeo,0.369902868877
Stanley Turrentine,0.369961764767
Drumsound & Bassline Smith,0.369969174743
Charlie Hunter,0.369991231256
Smash hit combo,0.36999321252
Burning Airlines,0.370006980751
Tullycraft,0.370036794424
Loco Dice,0.370059127956
Pugh Rogefeldt,0.370108736737
Magna Cum Laude,0.370130429536
Ulf Lundell,0.370230416003
Slapp Happy,0.370295221755
Jason Molina,0.370323062884
John Gorka,0.370426948219
The Conscious Daughters,0.370467216654
Bullion,0.370480021243
Emmon,0.370563530679
Condemned 84,0.370568978162
Elin Sigvardsson,0.370573100809
BBE,0.370623165558
Down To The Bone,0.370632520366
His Name Is Alive,0.37066611752900003
Zolof The Rock & Roll Destroyer,0.370666732065
Lampshade,0.370668506101
The Envy Corps,0.370685045984
Machinedrum,0.370702884403
Infa Riot,0.370722308443
Schoolyard Heroes,0.370725817451
Nakatomi,0.370740865874
Fruko Y Sus Tesos,0.370747683691
Knifehandchop,0.370762391752
Helvetic Nerds,0.37079538811
The Ocean Blue,0.370830326323
Deviated Instinct,0.37083065328
Marvelous 3,0.370853541453
Shannon McNally,0.370858691752
The Blow Monkeys,0.370868383129
Paul Revere & The Raiders (featuring Mark Lindsay),0.370889043417
Paul Revere & The Raiders,0.370889043417
Union 13,0.370918844926
Nikola Sarcevic,0.37092728059
Pink Razors,0.3709319324
Freedy Johnston,0.370941956514
Junior Reid,0.370962958111
Mekkanikka,0.370967740358
Paolo Meneguzzi,0.370971522921
Optical,0.371033326095
Anoushka Shankar and Karsh Kale feat. Norah Jones,0.371087592386
Anoushka Shankar and Karsh Kale feat. Ravi Shankar,0.371087592386
Roachford,0.371125620155
Anna Eriksson,0.371148410117
The Waybacks,0.371157041295
Jimmy Somerville,0.371165023162
Chavela Vargas,0.371166794551
Andy Jay Powell,0.371211894079
Roger Daltrey,0.371220779325
Brideshead,0.371228416991
Slim Harpo,0.371302546517
Defecation,0.371348970783
Regenerator,0.371396211727
Black Box Recorder,0.371443167224
Onda Vaselina,0.371485957923
Lonnie Gordon,0.371524228002
Marumari,0.371569585575
Slyde,0.371570690216
RyanDan,0.371573624485
Los Tiki Phantoms,0.371655921973
The Nixons,0.371664106713
Clã,0.371678116536
Jennifer Love Hewitt,0.371731591793
Sam Isaac,0.371764509825
Tom Cochrane,0.371786733457
Les Innocents,0.371835911526
Bart Claessen,0.371870975321
Esthetic Education,0.37187544946
Massive Töne,0.371878155243
Bruno Sanfilippo,0.371900479752
Graham Parker,0.371939387314
Patrik Isaksson,0.371980619229
DJ Sequenza,0.37200878369
Blind Mr. Jones,0.372020113249
Klingonz,0.372040847917
Porter Wagoner,0.37206162812
Wailing Souls,0.372069058228
Birth Control,0.372079012746
Spirit of the West,0.372109827796
The Roches,0.37225120793
Novaspace,0.372307463462
Filthy Christians,0.372328880713
Mika Vainio,0.372339481512
Belong,0.37234701247
Outerspace,0.372350869597
Extreme Noise Terror,0.3723533572
Los Chunguitos,0.372356587534
Young Heart Attack,0.372368855175
Puny Human,0.372390373742
SkinnyMan,0.372401895579
Kurban,0.372430995762
Riddle Of Steel,0.372432003215
2 Minutos,0.372462979783
The Soul Stirrers,0.372493286768
Templars,0.372506576199
Down By Law,0.372543893132
Bloodlined Calligraphy,0.372593341734
Kaada,0.372651470609
John Surman,0.37267920883
Hallows Eve,0.372693533422
Wicked Jazz Sounds Band,0.372694486581
Longpigs,0.372719896795
The Partisans,0.372757037962
September Collective,0.372787300818
Film School,0.372805418907
Molice,0.372827123507
Bahamadia,0.372842480422
Tiktak,0.372876344445
Minipop,0.372890580798
Twiggy Frostbite,0.372902906009
Hell N' Diesel,0.372906849096
Lee Morgan,0.372908543724
Nine Pound Hammer,0.372909211306
Piccola Bottega Baltazar,0.372924066321
Catatonia,0.372949073604
Juri Gagarin,0.373008158091
Alain Souchon,0.373011673405
Bénabar,0.373060492812
Azzido Da Bass,0.373064661549
J. D. SOUTHER,0.373139176433
Josef K,0.373152751169
Uusitalo,0.373161958187
Mick Harvey,0.373161979961
Overcome,0.373169951213
Samae Koskinen,0.373185022749
Rob Tognoni,0.373233912604
Pambo,0.373248698357
Cristina Donà,0.373256006638
Tim Rayborn,0.373263162462
Video Nasties,0.37330001219
Innerzone Orchestra,0.373322294621
Pretz,0.373352344344
La Mosca Tse-Tse,0.373436990405
Stella Starlight Trio,0.373447378662
Clues,0.373448820678
Slo Burn,0.373509019171
Dominoes,0.373518331256
Daleka Obala,0.373519216298
Georges Delerue,0.373527170154
Harry Chapin,0.373535465473
No One Is Innocent,0.373535963694
Poncho Sanchez,0.373552391014
Mad EP,0.373591601371
Duran Duran Duran,0.373625037356
Robyn Hitchcock and The Egyptians,0.373638516785
Jimmy Ruffin,0.373640178873
Army Of Lovers,0.373689790076
Liquid Child,0.373768066416
The Doppler Effect,0.373788668981
A Hawk And A Hacksaw,0.373805944654
Kind of Like Spitting,0.373810441359
Clor,0.373867742564
Thelonious Monster,0.373905037431
Manjul,0.373911384261
Martin Orford,0.373917604249
Garland Jeffreys,0.373925546799
Peter Green Splinter Group,0.373938716537
Tribal Tech,0.373959164471
Black Math Horseman,0.373962194938
South Rakkas Crew,0.373973454975
The Golden Gate Quartet,0.373995261213
The Railway Children,0.374038084059
Dark At Dawn,0.374054861944
Maria Lawson,0.374066934962
Die' Hunns,0.374127739299
Tomas Andersson Wij,0.374134425692
Neal Morse,0.374146504139
Aaron Lines,0.374170189039
Huski,0.374174464342
Kona Triangle,0.374187957493
Harold Melvin & The Blue Notes,0.374204386538
Patty Larkin,0.374212278078
Max Mutzke,0.374225608506
Chixdiggit!,0.37423390801899997
Horace Andy,0.374271173856
Proyecto Uno,0.374280371687
Persuader,0.374287904333
COM.A,0.374342209247
Olivia Ruiz,0.374365680245
Ultraviolence Vs Hellsau,0.374449430497
The Honor System,0.374464922629
Jason Forrest,0.374497990428
Stiv Bators,0.374500258483
Grégory Lemarchal,0.37452106337
Elva Hsiao,0.374531255441
B-Legit,0.37453359054
The Eighties Matchbox B-Line Disaster,0.374554187923
Last Autumn's Dream,0.374554729027
Atman,0.374560252927
Snooks Eaglin,0.374566072599
Rod Modell,0.374592161506
Yves Deruyter,0.374636496184
Isabelle Aubret,0.374656775235
